,temp,out/in,date,year,month,day,weekday,hour
62602,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62590,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62589,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62601,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62619,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62616,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62614,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62604,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62606,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62612,27,In,2018-12-09 01:42:00,2018,12,9,6,1
62572,27,In,2018-12-09 01:43:00,2018,12,9,6,1
62575,27,In,2018-12-09 01:43:00,2018,12,9,6,1
62544,27,In,2018-12-09 01:44:00,2018,12,9,6,1
62556,27,In,2018-12-09 01:44:00,2018,12,9,6,1
62551,27,In,2018-12-09 01:44:00,2018,12,9,6,1
62555,27,In,2018-12-09 01:44:00,2018,12,9,6,1
62547,27,In,2018-12-09 01:44:00,2018,12,9,6,1
62564,27,In,2018-12-09 01:44:00,2018,12,9,6,1
62560,27,In,2018-12-09 01:44:00,2018,12,9,6,1
62541,27,In,2018-12-09 01:45:00,2018,12,9,6,1
62543,27,In,2018-12-09 01:45:00,2018,12,9,6,1
62510,28,In,2018-12-09 01:46:00,2018,12,9,6,1
62509,27,In,2018-12-09 01:46:00,2018,12,9,6,1
62505,28,In,2018-12-09 01:46:00,2018,12,9,6,1
62501,28,In,2018-12-09 01:46:00,2018,12,9,6,1
62502,27,In,2018-12-09 01:46:00,2018,12,9,6,1
62498,27,In,2018-12-09 01:46:00,2018,12,9,6,1
62497,28,In,2018-12-09 01:46:00,2018,12,9,6,1
62513,27,In,2018-12-09 01:46:00,2018,12,9,6,1
62525,27,In,2018-12-09 01:46:00,2018,12,9,6,1
62527,28,In,2018-12-09 01:46:00,2018,12,9,6,1
62515,28,In,2018-12-09 01:46:00,2018,12,9,6,1
62466,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62468,28,In,2018-12-09 01:47:00,2018,12,9,6,1
62471,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62463,28,In,2018-12-09 01:47:00,2018,12,9,6,1
62454,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62458,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62456,28,In,2018-12-09 01:47:00,2018,12,9,6,1
62473,28,In,2018-12-09 01:47:00,2018,12,9,6,1
62475,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62494,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62492,28,In,2018-12-09 01:47:00,2018,12,9,6,1
62486,28,In,2018-12-09 01:47:00,2018,12,9,6,1
62490,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62484,27,In,2018-12-09 01:47:00,2018,12,9,6,1
62477,28,In,2018-12-09 01:47:00,2018,12,9,6,1
62430,28,In,2018-12-09 01:48:00,2018,12,9,6,1
62445,28,In,2018-12-09 01:48:00,2018,12,9,6,1
62447,27,In,2018-12-09 01:48:00,2018,12,9,6,1
62452,28,In,2018-12-09 01:48:00,2018,12,9,6,1
62410,27,In,2018-12-09 01:49:00,2018,12,9,6,1
62408,28,In,2018-12-09 01:49:00,2018,12,9,6,1
62418,27,In,2018-12-09 01:49:00,2018,12,9,6,1
62428,28,In,2018-12-09 01:49:00,2018,12,9,6,1
62417,28,In,2018-12-09 01:49:00,2018,12,9,6,1
62420,28,In,2018-12-09 01:49:00,2018,12,9,6,1
62423,27,In,2018-12-09 01:49:00,2018,12,9,6,1
62386,27,In,2018-12-09 01:50:00,2018,12,9,6,1
62382,28,In,2018-12-09 01:50:00,2018,12,9,6,1
62380,27,In,2018-12-09 01:50:00,2018,12,9,6,1
62378,28,In,2018-12-09 01:50:00,2018,12,9,6,1
62401,27,In,2018-12-09 01:50:00,2018,12,9,6,1
62394,28,In,2018-12-09 01:50:00,2018,12,9,6,1
62321,28,In,2018-12-09 01:53:00,2018,12,9,6,1
62325,27,In,2018-12-09 01:53:00,2018,12,9,6,1
62347,27,In,2018-12-09 01:53:00,2018,12,9,6,1
62342,28,In,2018-12-09 01:53:00,2018,12,9,6,1
62152,28,In,2018-12-09 02:01:00,2018,12,9,6,2
62153,27,In,2018-12-09 02:01:00,2018,12,9,6,2
62126,27,In,2018-12-09 02:02:00,2018,12,9,6,2
62124,28,In,2018-12-09 02:02:00,2018,12,9,6,2
62008,28,In,2018-12-09 02:10:00,2018,12,9,6,2
62007,28,In,2018-12-09 02:10:00,2018,12,9,6,2
62020,28,In,2018-12-09 02:10:00,2018,12,9,6,2
62019,28,In,2018-12-09 02:10:00,2018,12,9,6,2
61868,28,In,2018-12-09 02:16:00,2018,12,9,6,2
61870,28,In,2018-12-09 02:16:00,2018,12,9,6,2
61821,28,In,2018-12-09 02:18:00,2018,12,9,6,2
61823,27,In,2018-12-09 02:18:00,2018,12,9,6,2
61801,28,In,2018-12-09 02:19:00,2018,12,9,6,2
61804,28,In,2018-12-09 02:19:00,2018,12,9,6,2
61806,28,In,2018-12-09 02:19:00,2018,12,9,6,2
61764,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61770,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61766,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61754,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61759,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61799,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61795,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61792,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61777,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61788,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61779,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61786,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61782,28,In,2018-12-09 02:20:00,2018,12,9,6,2
61732,28,In,2018-12-09 02:22:00,2018,12,9,6,2
61730,28,In,2018-12-09 02:22:00,2018,12,9,6,2
61729,28,In,2018-12-09 02:22:00,2018,12,9,6,2
61727,28,In,2018-12-09 02:22:00,2018,12,9,6,2
61719,28,In,2018-12-09 02:23:00,2018,12,9,6,2
61722,28,In,2018-12-09 02:23:00,2018,12,9,6,2
61725,27,In,2018-12-09 02:23:00,2018,12,9,6,2
61708,28,In,2018-12-09 02:26:00,2018,12,9,6,2
61709,28,In,2018-12-09 02:26:00,2018,12,9,6,2
61711,28,In,2018-12-09 02:26:00,2018,12,9,6,2
61713,28,In,2018-12-09 02:26:00,2018,12,9,6,2
61715,28,In,2018-12-09 02:26:00,2018,12,9,6,2
61718,28,In,2018-12-09 02:26:00,2018,12,9,6,2
61692,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61689,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61685,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61684,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61687,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61693,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61706,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61701,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61703,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61699,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61697,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61696,28,In,2018-12-09 02:27:00,2018,12,9,6,2
61673,28,In,2018-12-09 02:28:00,2018,12,9,6,2
61669,28,In,2018-12-09 02:28:00,2018,12,9,6,2
61672,28,In,2018-12-09 02:28:00,2018,12,9,6,2
61675,28,In,2018-12-09 02:28:00,2018,12,9,6,2
61681,28,In,2018-12-09 02:28:00,2018,12,9,6,2
61679,28,In,2018-12-09 02:28:00,2018,12,9,6,2
61677,28,In,2018-12-09 02:28:00,2018,12,9,6,2
61667,28,In,2018-12-09 02:29:00,2018,12,9,6,2
61666,28,In,2018-12-09 02:29:00,2018,12,9,6,2
61654,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61655,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61649,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61657,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61663,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61651,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61659,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61661,28,In,2018-12-09 02:30:00,2018,12,9,6,2
61647,28,In,2018-12-09 02:31:00,2018,12,9,6,2
61645,28,In,2018-12-09 02:31:00,2018,12,9,6,2
61628,28,In,2018-12-09 02:38:00,2018,12,9,6,2
61630,27,In,2018-12-09 02:38:00,2018,12,9,6,2
61623,27,In,2018-12-09 02:40:00,2018,12,9,6,2
61621,28,In,2018-12-09 02:40:00,2018,12,9,6,2
61610,28,In,2018-12-09 02:44:00,2018,12,9,6,2
61609,28,In,2018-12-09 02:44:00,2018,12,9,6,2
61598,28,In,2018-12-09 02:46:00,2018,12,9,6,2
61586,28,In,2018-12-09 02:48:00,2018,12,9,6,2
61588,29,In,2018-12-09 02:48:00,2018,12,9,6,2
61578,29,In,2018-12-09 02:49:00,2018,12,9,6,2
61579,28,In,2018-12-09 02:49:00,2018,12,9,6,2
61550,28,In,2018-12-09 02:52:00,2018,12,9,6,2
61553,28,In,2018-12-09 02:52:00,2018,12,9,6,2
61556,28,In,2018-12-09 02:52:00,2018,12,9,6,2
61558,28,In,2018-12-09 02:52:00,2018,12,9,6,2
61561,28,In,2018-12-09 02:52:00,2018,12,9,6,2
61554,28,In,2018-12-09 02:52:00,2018,12,9,6,2
61447,28,In,2018-12-09 03:00:00,2018,12,9,6,3
61449,29,In,2018-12-09 03:00:00,2018,12,9,6,3
61428,28,In,2018-12-09 03:01:00,2018,12,9,6,3
61419,28,In,2018-12-09 03:01:00,2018,12,9,6,3
61417,28,In,2018-12-09 03:01:00,2018,12,9,6,3
61422,28,In,2018-12-09 03:01:00,2018,12,9,6,3
61431,28,In,2018-12-09 03:01:00,2018,12,9,6,3
61393,28,In,2018-12-09 03:02:00,2018,12,9,6,3
61399,28,In,2018-12-09 03:02:00,2018,12,9,6,3
61398,28,In,2018-12-09 03:02:00,2018,12,9,6,3
61415,28,In,2018-12-09 03:02:00,2018,12,9,6,3
61409,28,In,2018-12-09 03:02:00,2018,12,9,6,3
61405,28,In,2018-12-09 03:02:00,2018,12,9,6,3
61401,28,In,2018-12-09 03:02:00,2018,12,9,6,3
61375,28,In,2018-12-09 03:03:00,2018,12,9,6,3
61377,29,In,2018-12-09 03:03:00,2018,12,9,6,3
61360,29,In,2018-12-09 03:04:00,2018,12,9,6,3
61322,28,In,2018-12-09 03:07:00,2018,12,9,6,3
61325,29,In,2018-12-09 03:07:00,2018,12,9,6,3
61290,28,In,2018-12-09 03:08:00,2018,12,9,6,3
61285,29,In,2018-12-09 03:08:00,2018,12,9,6,3
61280,29,In,2018-12-09 03:08:00,2018,12,9,6,3
61276,28,In,2018-12-09 03:08:00,2018,12,9,6,3
61282,28,In,2018-12-09 03:08:00,2018,12,9,6,3
61292,29,In,2018-12-09 03:08:00,2018,12,9,6,3
61305,29,In,2018-12-09 03:08:00,2018,12,9,6,3
61300,28,In,2018-12-09 03:08:00,2018,12,9,6,3
61296,29,In,2018-12-09 03:08:00,2018,12,9,6,3
61295,28,In,2018-12-09 03:08:00,2018,12,9,6,3
61231,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61233,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61235,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61238,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61218,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61224,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61222,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61220,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61217,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61261,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61244,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61272,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61268,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61265,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61258,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61246,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61250,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61253,29,In,2018-12-09 03:09:00,2018,12,9,6,3
61255,28,In,2018-12-09 03:09:00,2018,12,9,6,3
61174,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61183,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61179,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61171,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61168,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61166,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61164,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61172,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61187,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61209,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61208,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61203,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61201,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61198,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61190,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61191,29,In,2018-12-09 03:10:00,2018,12,9,6,3
61193,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61196,28,In,2018-12-09 03:10:00,2018,12,9,6,3
61138,28,In,2018-12-09 03:11:00,2018,12,9,6,3
61136,29,In,2018-12-09 03:11:00,2018,12,9,6,3
61154,28,In,2018-12-09 03:11:00,2018,12,9,6,3
61151,29,In,2018-12-09 03:11:00,2018,12,9,6,3
61114,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61113,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61111,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61108,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61105,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61119,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61118,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61128,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61123,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61121,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61120,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61127,29,In,2018-12-09 03:12:00,2018,12,9,6,3
61101,29,In,2018-12-09 03:13:00,2018,12,9,6,3
61103,29,In,2018-12-09 03:13:00,2018,12,9,6,3
61102,29,In,2018-12-09 03:13:00,2018,12,9,6,3
61069,28,In,2018-12-09 03:14:00,2018,12,9,6,3
61068,29,In,2018-12-09 03:14:00,2018,12,9,6,3
61082,29,In,2018-12-09 03:14:00,2018,12,9,6,3
61084,28,In,2018-12-09 03:14:00,2018,12,9,6,3
61056,29,In,2018-12-09 03:15:00,2018,12,9,6,3
61057,29,In,2018-12-09 03:15:00,2018,12,9,6,3
61042,29,In,2018-12-09 03:16:00,2018,12,9,6,3
61043,28,In,2018-12-09 03:16:00,2018,12,9,6,3
61032,29,In,2018-12-09 03:17:00,2018,12,9,6,3
61033,29,In,2018-12-09 03:17:00,2018,12,9,6,3
61022,29,In,2018-12-09 03:18:00,2018,12,9,6,3
61023,28,In,2018-12-09 03:18:00,2018,12,9,6,3
61008,29,In,2018-12-09 03:19:00,2018,12,9,6,3
61009,29,In,2018-12-09 03:19:00,2018,12,9,6,3
61010,29,In,2018-12-09 03:19:00,2018,12,9,6,3
61012,29,In,2018-12-09 03:19:00,2018,12,9,6,3
61014,28,In,2018-12-09 03:19:00,2018,12,9,6,3
61001,28,In,2018-12-09 03:20:00,2018,12,9,6,3
60970,28,In,2018-12-09 03:26:00,2018,12,9,6,3
60968,29,In,2018-12-09 03:26:00,2018,12,9,6,3
60961,29,In,2018-12-09 03:28:00,2018,12,9,6,3
60960,29,In,2018-12-09 03:28:00,2018,12,9,6,3
60959,29,In,2018-12-09 03:28:00,2018,12,9,6,3
60956,29,In,2018-12-09 03:28:00,2018,12,9,6,3
60955,29,In,2018-12-09 03:28:00,2018,12,9,6,3
60954,29,In,2018-12-09 03:28:00,2018,12,9,6,3
60950,29,In,2018-12-09 03:29:00,2018,12,9,6,3
60951,29,In,2018-12-09 03:29:00,2018,12,9,6,3
60949,29,In,2018-12-09 03:30:00,2018,12,9,6,3
60945,29,In,2018-12-09 03:32:00,2018,12,9,6,3
60944,29,In,2018-12-09 03:32:00,2018,12,9,6,3
60943,29,In,2018-12-09 03:32:00,2018,12,9,6,3
60942,29,In,2018-12-09 03:32:00,2018,12,9,6,3
60933,29,In,2018-12-09 03:33:00,2018,12,9,6,3
60939,29,In,2018-12-09 03:33:00,2018,12,9,6,3
60940,29,In,2018-12-09 03:33:00,2018,12,9,6,3
60941,29,In,2018-12-09 03:33:00,2018,12,9,6,3
60902,29,In,2018-12-09 03:40:00,2018,12,9,6,3
60896,29,In,2018-12-09 03:45:00,2018,12,9,6,3
60895,29,In,2018-12-09 03:45:00,2018,12,9,6,3
60894,29,In,2018-12-09 03:45:00,2018,12,9,6,3
60893,29,In,2018-12-09 03:45:00,2018,12,9,6,3
60892,29,In,2018-12-09 03:45:00,2018,12,9,6,3
60881,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60882,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60883,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60884,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60888,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60886,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60887,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60891,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60889,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60890,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60885,29,In,2018-12-09 03:46:00,2018,12,9,6,3
60878,30,In,2018-12-09 03:47:00,2018,12,9,6,3
60877,29,In,2018-12-09 03:47:00,2018,12,9,6,3
60865,29,In,2018-12-09 03:51:00,2018,12,9,6,3
60867,30,In,2018-12-09 03:51:00,2018,12,9,6,3
60861,30,In,2018-12-09 03:53:00,2018,12,9,6,3
60860,29,In,2018-12-09 03:53:00,2018,12,9,6,3
60859,30,In,2018-12-09 03:53:00,2018,12,9,6,3
60858,29,In,2018-12-09 03:53:00,2018,12,9,6,3
60857,30,In,2018-12-09 03:53:00,2018,12,9,6,3
60856,29,In,2018-12-09 03:53:00,2018,12,9,6,3
60834,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60835,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60836,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60837,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60838,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60833,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60840,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60847,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60842,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60845,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60846,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60848,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60850,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60832,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60849,29,In,2018-12-09 03:56:00,2018,12,9,6,3
60841,30,In,2018-12-09 03:56:00,2018,12,9,6,3
60823,30,In,2018-12-09 03:57:00,2018,12,9,6,3
60831,29,In,2018-12-09 03:57:00,2018,12,9,6,3
60830,30,In,2018-12-09 03:57:00,2018,12,9,6,3
60829,29,In,2018-12-09 03:57:00,2018,12,9,6,3
60828,29,In,2018-12-09 03:57:00,2018,12,9,6,3
60827,30,In,2018-12-09 03:57:00,2018,12,9,6,3
60826,29,In,2018-12-09 03:57:00,2018,12,9,6,3
60825,30,In,2018-12-09 03:57:00,2018,12,9,6,3
60824,29,In,2018-12-09 03:57:00,2018,12,9,6,3
60822,29,In,2018-12-09 03:57:00,2018,12,9,6,3
60821,30,In,2018-12-09 03:57:00,2018,12,9,6,3
60820,29,In,2018-12-09 03:57:00,2018,12,9,6,3
60819,30,In,2018-12-09 03:57:00,2018,12,9,6,3
60810,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60809,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60807,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60806,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60811,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60808,30,In,2018-12-09 03:58:00,2018,12,9,6,3
60812,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60815,30,In,2018-12-09 03:58:00,2018,12,9,6,3
60814,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60816,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60817,30,In,2018-12-09 03:58:00,2018,12,9,6,3
60818,29,In,2018-12-09 03:58:00,2018,12,9,6,3
60813,30,In,2018-12-09 03:58:00,2018,12,9,6,3
60796,29,In,2018-12-09 03:59:00,2018,12,9,6,3
60789,29,In,2018-12-09 03:59:00,2018,12,9,6,3
60790,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60791,29,In,2018-12-09 03:59:00,2018,12,9,6,3
60792,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60793,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60797,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60799,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60800,29,In,2018-12-09 03:59:00,2018,12,9,6,3
60801,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60802,29,In,2018-12-09 03:59:00,2018,12,9,6,3
60803,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60804,29,In,2018-12-09 03:59:00,2018,12,9,6,3
60805,30,In,2018-12-09 03:59:00,2018,12,9,6,3
60798,29,In,2018-12-09 03:59:00,2018,12,9,6,3
60772,29,In,2018-12-09 04:00:00,2018,12,9,6,4
60773,30,In,2018-12-09 04:00:00,2018,12,9,6,4
60785,29,In,2018-12-09 04:00:00,2018,12,9,6,4
60781,29,In,2018-12-09 04:00:00,2018,12,9,6,4
60782,30,In,2018-12-09 04:00:00,2018,12,9,6,4
60786,30,In,2018-12-09 04:00:00,2018,12,9,6,4
60787,29,In,2018-12-09 04:00:00,2018,12,9,6,4
60788,30,In,2018-12-09 04:00:00,2018,12,9,6,4
60756,30,In,2018-12-09 04:01:00,2018,12,9,6,4
60757,29,In,2018-12-09 04:01:00,2018,12,9,6,4
60758,30,In,2018-12-09 04:01:00,2018,12,9,6,4
60759,29,In,2018-12-09 04:01:00,2018,12,9,6,4
60760,30,In,2018-12-09 04:01:00,2018,12,9,6,4
60761,29,In,2018-12-09 04:01:00,2018,12,9,6,4
60763,30,In,2018-12-09 04:01:00,2018,12,9,6,4
60769,30,In,2018-12-09 04:01:00,2018,12,9,6,4
60765,29,In,2018-12-09 04:01:00,2018,12,9,6,4
60766,29,In,2018-12-09 04:01:00,2018,12,9,6,4
60767,30,In,2018-12-09 04:01:00,2018,12,9,6,4
60768,29,In,2018-12-09 04:01:00,2018,12,9,6,4
60770,29,In,2018-12-09 04:01:00,2018,12,9,6,4
60771,30,In,2018-12-09 04:01:00,2018,12,9,6,4
60747,29,In,2018-12-09 04:02:00,2018,12,9,6,4
60748,30,In,2018-12-09 04:02:00,2018,12,9,6,4
60746,30,In,2018-12-09 04:02:00,2018,12,9,6,4
60753,30,In,2018-12-09 04:02:00,2018,12,9,6,4
60755,29,In,2018-12-09 04:02:00,2018,12,9,6,4
60751,29,In,2018-12-09 04:02:00,2018,12,9,6,4
60745,29,In,2018-12-09 04:03:00,2018,12,9,6,4
60744,30,In,2018-12-09 04:03:00,2018,12,9,6,4
60735,30,In,2018-12-09 04:04:00,2018,12,9,6,4
60740,30,In,2018-12-09 04:04:00,2018,12,9,6,4
60741,29,In,2018-12-09 04:04:00,2018,12,9,6,4
60729,29,In,2018-12-09 04:05:00,2018,12,9,6,4
60731,30,In,2018-12-09 04:05:00,2018,12,9,6,4
60732,29,In,2018-12-09 04:05:00,2018,12,9,6,4
60728,30,In,2018-12-09 04:05:00,2018,12,9,6,4
60704,29,In,2018-12-09 04:07:00,2018,12,9,6,4
60702,30,In,2018-12-09 04:07:00,2018,12,9,6,4
60701,29,In,2018-12-09 04:07:00,2018,12,9,6,4
60700,30,In,2018-12-09 04:07:00,2018,12,9,6,4
60695,29,In,2018-12-09 04:07:00,2018,12,9,6,4
60694,30,In,2018-12-09 04:07:00,2018,12,9,6,4
60676,30,In,2018-12-09 04:09:00,2018,12,9,6,4
60678,30,In,2018-12-09 04:09:00,2018,12,9,6,4
60680,30,In,2018-12-09 04:09:00,2018,12,9,6,4
60679,30,In,2018-12-09 04:09:00,2018,12,9,6,4
60647,30,In,2018-12-09 04:11:00,2018,12,9,6,4
60601,31,In,2018-12-09 04:16:00,2018,12,9,6,4
60600,30,In,2018-12-09 04:16:00,2018,12,9,6,4
60585,30,In,2018-12-09 04:17:00,2018,12,9,6,4
60583,30,In,2018-12-09 04:17:00,2018,12,9,6,4
60588,30,In,2018-12-09 04:17:00,2018,12,9,6,4
60563,30,In,2018-12-09 04:18:00,2018,12,9,6,4
60564,31,In,2018-12-09 04:18:00,2018,12,9,6,4
60567,30,In,2018-12-09 04:18:00,2018,12,9,6,4
60570,30,In,2018-12-09 04:18:00,2018,12,9,6,4
60572,31,In,2018-12-09 04:18:00,2018,12,9,6,4
60537,30,In,2018-12-09 04:22:00,2018,12,9,6,4
60542,30,In,2018-12-09 04:22:00,2018,12,9,6,4
60538,30,In,2018-12-09 04:22:00,2018,12,9,6,4
60525,30,In,2018-12-09 04:24:00,2018,12,9,6,4
60530,30,In,2018-12-09 04:24:00,2018,12,9,6,4
60529,30,In,2018-12-09 04:24:00,2018,12,9,6,4
60527,30,In,2018-12-09 04:24:00,2018,12,9,6,4
60512,31,In,2018-12-09 04:25:00,2018,12,9,6,4
60513,30,In,2018-12-09 04:25:00,2018,12,9,6,4
60514,31,In,2018-12-09 04:25:00,2018,12,9,6,4
60516,31,In,2018-12-09 04:25:00,2018,12,9,6,4
60515,30,In,2018-12-09 04:25:00,2018,12,9,6,4
60496,31,In,2018-12-09 04:26:00,2018,12,9,6,4
60498,30,In,2018-12-09 04:26:00,2018,12,9,6,4
60499,31,In,2018-12-09 04:26:00,2018,12,9,6,4
60502,31,In,2018-12-09 04:26:00,2018,12,9,6,4
60500,30,In,2018-12-09 04:26:00,2018,12,9,6,4
60505,31,In,2018-12-09 04:26:00,2018,12,9,6,4
60506,30,In,2018-12-09 04:26:00,2018,12,9,6,4
60507,31,In,2018-12-09 04:26:00,2018,12,9,6,4
60508,30,In,2018-12-09 04:26:00,2018,12,9,6,4
60509,31,In,2018-12-09 04:26:00,2018,12,9,6,4
60503,30,In,2018-12-09 04:26:00,2018,12,9,6,4
60511,30,In,2018-12-09 04:26:00,2018,12,9,6,4
60480,31,In,2018-12-09 04:27:00,2018,12,9,6,4
60481,30,In,2018-12-09 04:27:00,2018,12,9,6,4
60482,31,In,2018-12-09 04:27:00,2018,12,9,6,4
60483,30,In,2018-12-09 04:27:00,2018,12,9,6,4
60485,31,In,2018-12-09 04:27:00,2018,12,9,6,4
